disease_class,temperature_celsius,soil_moisture_percent,soil_ph,soil_nitrogen_ppm
Tomato___Late_blight,19.97,98.26,6.47,82.01
Tomato___Late_blight,15.19,94.59,5.95,100.07
Tomato___Late_blight,16.81,94.56,5.93,97.19
Tomato___Late_blight,17.86,86.89,6.49,118.81
Tomato___Late_blight,16.95,90.93,6.25,90.95
Tomato___Late_blight,18.98,91.77,6.07,97.06
Tomato___Late_blight,18.73,97.22,6.17,108.6
Tomato___Late_blight,18.84,95.91,6.55,106.59
Tomato___Late_blight,18.07,95.35,6.27,86.55
Tomato___Late_blight,16.99,97.4,6.54,97.49
Tomato___Late_blight,19.05,95.17,6.44,94.87
Tomato___Late_blight,13.75,97.43,6.33,108.03
Tomato___Late_blight,17.73,91.47,6.41,95.63
Tomato___Late_blight,19.76,92.63,6.25,90.0
Tomato___Late_blight,18.44,99.26,6.22,107.06
Tomato___Late_blight,17.43,96.71,6.4,90.78
Tomato___Late_blight,18.3,96.12,6.11,89.19
Tomato___Late_blight,20.33,88.73,6.26,85.78
Tomato___Late_blight,17.44,96.11,6.09,97.88
Tomato___Late_blight,16.73,92.06,6.16,106.06
Tomato___Late_blight,18.59,93.0,5.91,93.08
Tomato___Late_blight,18.55,87.7,6.2,108.1
Tomato___Late_blight,14.23,95.59,6.41,80.11
Tomato___Late_blight,21.12,90.89,6.32,105.67
Tomato___Late_blight,17.12,92.71,6.09,94.62
Tomato___Late_blight,14.14,89.39,6.59,104.98
Tomato___Late_blight,18.36,89.55,6.16,86.86
Tomato___Late_blight,18.49,92.14,5.9,101.38
Tomato___Late_blight,20.6,91.42,6.37,128.64
Tomato___Late_blight,19.23,94.41,6.12,102.85
Tomato___Late_blight,17.54,93.02,6.07,111.46
Tomato___Late_blight,22.45,93.85,5.88,104.08
Tomato___Late_blight,18.94,92.35,6.26,106.74
Tomato___Late_blight,21.73,93.98,6.21,102.91
Tomato___Late_blight,17.42,87.55,6.45,97.86
Tomato___Late_blight,19.72,91.07,5.98,104.51
Tomato___Late_blight,12.76,94.87,6.18,130.5
Tomato___Late_blight,19.66,91.77,6.66,119.59
Tomato___Late_blight,14.19,95.97,6.04,88.53
Tomato___Late_blight,19.61,94.57,6.16,109.35
Tomato___Late_blight,19.28,98.03,6.2,109.19
Tomato___Late_blight,21.0,96.99,6.18,109.59
Tomato___Late_blight,14.87,93.12,6.13,129.0
Tomato___Late_blight,17.74,94.26,6.0,113.3
Tomato___Late_blight,21.82,100.0,6.14,106.33
Tomato___Late_blight,22.72,93.05,6.44,93.25
Tomato___Late_blight,21.12,95.15,6.03,105.27
Tomato___Late_blight,18.24,95.05,6.4,94.12
Tomato___Late_blight,21.48,92.57,6.24,107.66
Tomato___Late_blight,17.06,92.12,6.03,119.25
Tomato___Late_blight,16.35,93.04,6.43,96.66
Tomato___Late_blight,17.76,93.55,6.03,96.6
Tomato___Late_blight,19.67,89.55,5.99,85.08
Tomato___Late_blight,17.07,94.41,6.18,95.07
Tomato___Late_blight,19.87,90.59,6.43,90.03
Tomato___Late_blight,22.3,93.92,6.39,89.6
Tomato___Late_blight,18.64,99.68,6.17,106.6
Tomato___Late_blight,15.64,92.91,6.24,89.7
Tomato___Late_blight,19.06,94.69,6.29,111.54
Tomato___Late_blight,17.39,94.5,6.3,107.81
Tomato___Late_blight,22.02,92.92,6.55,105.47
Tomato___Late_blight,23.47,96.99,6.38,100.48
Tomato___Late_blight,21.36,98.18,6.05,101.84
Tomato___Late_blight,19.8,92.82,6.13,97.07
Tomato___Late_blight,23.91,98.88,6.32,103.3
Tomato___Late_blight,21.98,92.48,6.18,104.45
Tomato___Late_blight,16.07,95.23,6.21,100.12
Tomato___Late_blight,20.38,91.61,5.93,112.73
Tomato___Late_blight,19.99,91.54,6.21,106.78
Tomato___Late_blight,12.76,100.0,5.95,83.02
Tomato___Late_blight,20.16,93.11,6.06,109.1
Tomato___Late_blight,19.26,93.54,6.23,104.47
Tomato___Late_blight,23.54,93.15,6.38,89.28
Tomato___Late_blight,19.98,98.13,6.04,97.59
Tomato___Late_blight,17.22,95.5,6.43,83.57
Tomato___Late_blight,18.78,96.72,6.09,91.62
Tomato___Late_blight,18.35,89.7,6.64,103.04
Tomato___Late_blight,18.56,90.98,6.3,82.0
Tomato___Late_blight,21.25,93.56,6.66,87.72
Tomato___Late_blight,19.64,99.69,6.45,83.45
Tomato___Late_blight,16.52,92.35,6.14,94.58
Tomato___Late_blight,16.59,91.83,6.29,103.81
Tomato___Late_blight,20.48,93.29,6.09,104.48
Tomato___Late_blight,19.68,94.46,6.42,102.83
Tomato___Late_blight,15.99,90.1,5.97,103.74
Tomato___Late_blight,17.86,95.19,6.55,70.48
Tomato___Late_blight,18.62,96.59,6.29,97.02
Tomato___Late_blight,18.53,91.74,6.17,104.41
Tomato___Late_blight,15.01,94.08,6.39,102.9
Tomato___Leaf_Mold,21.2,92.24,6.34,192.66
Tomato___Leaf_Mold,23.12,95.45,6.7,170.78
Tomato___Leaf_Mold,20.06,94.61,6.74,200.97
Tomato___Leaf_Mold,21.94,98.85,6.77,186.87
Tomato___Leaf_Mold,24.15,93.85,6.76,207.93
Tomato___Leaf_Mold,22.69,96.34,6.76,189.83
Tomato___Leaf_Mold,20.46,93.91,6.75,187.31
Tomato___Leaf_Mold,26.97,96.96,6.87,180.06
Tomato___Leaf_Mold,21.65,94.96,7.01,191.51
Tomato___Leaf_Mold,17.3,95.54,6.73,191.54
Tomato___Leaf_Mold,23.47,95.59,6.78,184.61
Tomato___Leaf_Mold,19.89,93.16,6.48,197.05
Tomato___Leaf_Mold,22.82,94.72,6.39,188.62
Tomato___Leaf_Mold,23.43,94.11,6.93,198.89
Tomato___Leaf_Mold,23.81,94.49,6.88,179.49
Tomato___Leaf_Mold,19.84,96.27,6.67,191.62
Tomato___Leaf_Mold,22.37,97.12,6.51,191.7
Tomato___Leaf_Mold,20.36,93.63,6.37,206.03
Tomato___Leaf_Mold,20.98,97.21,6.44,190.17
Tomato___Leaf_Mold,22.32,92.76,7.07,190.48
Tomato___Leaf_Mold,22.79,94.54,6.52,204.26
Tomato___Leaf_Mold,21.15,97.54,6.48,195.37
Tomato___Leaf_Mold,19.73,93.47,6.85,180.44
Tomato___Leaf_Mold,23.44,92.63,6.71,190.37
Tomato___Leaf_Mold,25.95,93.76,6.79,189.87
Tomato___Leaf_Mold,21.56,94.08,6.76,164.53
Tomato___Leaf_Mold,22.41,94.69,6.51,196.98
Tomato___Leaf_Mold,22.83,90.99,6.2,176.3
Tomato___Leaf_Mold,23.73,95.26,6.39,174.42
Tomato___Leaf_Mold,25.14,94.88,6.37,192.43
Tomato___Leaf_Mold,20.89,95.13,6.38,177.95
Tomato___Leaf_Mold,23.58,95.92,6.92,185.05
Tomato___Leaf_Mold,21.67,94.85,6.5,198.39
Tomato___Leaf_Mold,21.02,97.34,6.78,199.9
Tomato___Leaf_Mold,25.53,94.31,6.73,192.44
Tomato___Leaf_Mold,23.09,96.59,6.4,185.1
Tomato___Leaf_Mold,21.2,96.02,6.65,192.84
Tomato___Leaf_Mold,23.52,96.05,6.61,191.43
Tomato___Leaf_Mold,24.19,94.63,6.84,185.48
Tomato___Leaf_Mold,21.88,94.32,6.51,194.21
Tomato___Leaf_Mold,22.35,92.23,6.43,192.36
Tomato___Leaf_Mold,20.94,92.46,6.65,189.13
Tomato___Leaf_Mold,23.41,99.05,6.76,189.14
Tomato___Leaf_Mold,26.27,95.08,6.36,173.74
Tomato___Leaf_Mold,24.83,94.46,6.85,177.35
Tomato___Leaf_Mold,21.89,95.71,6.63,188.51
Tomato___Leaf_Mold,24.68,95.08,6.39,178.41
Tomato___Leaf_Mold,21.03,96.45,6.58,186.2
Tomato___Leaf_Mold,20.73,91.3,6.67,181.22
Tomato___Leaf_Mold,21.89,93.9,6.38,186.44
Tomato___Leaf_Mold,20.79,94.51,6.49,188.54
Tomato___Leaf_Mold,25.73,93.43,6.63,181.85
Tomato___Leaf_Mold,21.26,96.42,7.11,182.79
Tomato___Leaf_Mold,20.99,94.95,6.92,207.27
Tomato___Leaf_Mold,19.29,94.08,6.58,191.1
Tomato___Leaf_Mold,22.09,96.04,6.58,187.53
Tomato___Leaf_Mold,22.12,94.65,6.85,182.72
Tomato___Leaf_Mold,19.9,93.26,6.65,201.13
Tomato___Leaf_Mold,25.5,93.03,6.45,176.11
Tomato___Leaf_Mold,23.32,97.87,6.53,204.62
Tomato___Leaf_Mold,20.99,95.04,6.56,194.58
Tomato___Leaf_Mold,22.19,96.73,6.48,196.68
Tomato___Leaf_Mold,21.54,95.18,6.74,185.07
Tomato___Leaf_Mold,21.65,96.21,6.71,186.03
Tomato___Leaf_Mold,22.2,97.46,7.02,212.26
Tomato___Leaf_Mold,23.03,90.74,6.23,194.95
Tomato___Leaf_Mold,22.27,96.92,6.44,172.99
Tomato___Leaf_Mold,23.84,95.38,6.53,182.8
Tomato___Leaf_Mold,22.93,94.73,7.02,183.55
Tomato___Leaf_Mold,22.5,95.33,6.83,185.73
Tomato___Leaf_Mold,22.32,92.14,6.78,191.96
Tomato___Leaf_Mold,22.72,94.53,6.62,183.39
Tomato___Leaf_Mold,25.26,96.55,6.67,179.36
Tomato___Leaf_Mold,23.03,95.41,6.47,171.5
Tomato___Leaf_Mold,19.99,97.52,6.63,203.46
Tomato___Leaf_Mold,19.95,95.05,7.06,199.11
Tomato___Leaf_Mold,21.56,97.04,6.83,185.52
Tomato___Leaf_Mold,22.87,96.11,6.73,219.41
Tomato___Leaf_Mold,24.58,90.5,6.67,196.04
Tomato___Leaf_Mold,21.02,95.62,6.87,189.41
Tomato___Leaf_Mold,23.23,95.58,6.71,181.06
Tomato___Leaf_Mold,21.86,95.37,6.8,197.57
Tomato___Leaf_Mold,24.23,97.43,6.71,187.19
Tomato___Leaf_Mold,20.94,95.01,6.89,211.38
Tomato___Leaf_Mold,22.34,93.84,6.42,193.16
Tomato___Leaf_Mold,20.13,96.52,6.56,188.8
Tomato___Leaf_Mold,20.07,94.99,6.91,194.44
Tomato___Leaf_Mold,23.88,95.0,6.65,202.05
Tomato___Leaf_Mold,18.51,91.29,6.88,190.7
Tomato___Leaf_Mold,22.84,93.79,6.62,196.42
Tomato___Leaf_Mold,20.13,94.8,6.44,181.61
Tomato___Leaf_Mold,26.35,97.28,6.82,176.99
Tomato___Leaf_Mold,21.24,95.22,6.57,192.43
Tomato___Leaf_Mold,21.43,93.01,6.74,180.16
Tomato___Leaf_Mold,16.2,92.79,6.94,189.82
Tomato___Leaf_Mold,21.96,89.7,6.45,192.77
Tomato___Leaf_Mold,21.23,94.52,6.89,201.58
Tomato___Leaf_Mold,21.88,96.87,6.5,200.31
Tomato___Leaf_Mold,21.75,95.93,6.96,191.33
Tomato___Leaf_Mold,17.64,97.35,7.01,193.09
Tomato___Leaf_Mold,20.1,95.82,6.66,188.54
Tomato___Leaf_Mold,24.57,96.11,6.45,200.45
Tomato___Leaf_Mold,23.47,94.74,6.83,191.14
Tomato___Leaf_Mold,21.09,92.4,6.67,194.7
Tomato___Leaf_Mold,21.22,93.28,7.03,193.0
Tomato___Leaf_Mold,21.53,93.23,6.37,192.4
Tomato___Leaf_Mold,23.27,94.63,7.09,188.29
Tomato___Leaf_Mold,20.45,98.71,6.41,197.36
Tomato___Leaf_Mold,23.36,95.07,6.73,202.46
Tomato___Leaf_Mold,22.86,96.33,6.55,181.09
Tomato___Leaf_Mold,20.77,94.6,6.76,202.71
Tomato___Leaf_Mold,25.8,92.22,6.85,201.07
Tomato___Leaf_Mold,22.52,97.7,6.92,191.95
Tomato___Leaf_Mold,20.15,96.14,6.93,190.82
Tomato___Leaf_Mold,23.83,96.79,6.6,200.5
Tomato___Leaf_Mold,21.17,93.35,6.73,179.22
Tomato___Leaf_Mold,22.72,97.83,6.75,213.43
Tomato___Leaf_Mold,19.82,92.98,6.72,195.68
Tomato___Leaf_Mold,22.37,94.74,6.76,187.82
Tomato___Leaf_Mold,23.75,96.05,6.63,189.11
Tomato___Leaf_Mold,19.7,96.68,6.97,177.58
Tomato___Leaf_Mold,19.55,96.1,6.86,193.49
Tomato___Leaf_Mold,20.56,94.34,6.97,187.34
Tomato___Leaf_Mold,24.22,97.23,6.58,192.68
Tomato___Leaf_Mold,18.21,96.94,6.52,211.59
Tomato___Leaf_Mold,24.35,98.67,6.62,184.83
Tomato___Leaf_Mold,22.03,96.28,6.67,181.98
Tomato___Leaf_Mold,25.27,91.08,6.86,199.74
Tomato___Leaf_Mold,20.33,94.02,6.28,182.66
Tomato___Leaf_Mold,20.34,98.82,6.82,190.58
Tomato___Leaf_Mold,19.14,95.91,6.91,194.33
Tomato___Leaf_Mold,25.25,94.37,6.65,190.48
Tomato___Leaf_Mold,20.97,97.92,6.69,200.07
Tomato___Leaf_Mold,21.55,92.5,6.73,185.54
Tomato___Leaf_Mold,25.31,96.65,6.65,195.22
Tomato___Leaf_Mold,22.78,94.81,6.92,195.98
Tomato___Leaf_Mold,20.35,96.7,6.45,199.33
Tomato___Leaf_Mold,21.53,95.24,6.94,189.01
Tomato___Leaf_Mold,20.35,93.81,6.33,206.88
Tomato___Leaf_Mold,20.01,97.42,6.77,183.53
Tomato___Leaf_Mold,24.14,98.05,6.51,181.44
Tomato___Leaf_Mold,21.71,95.58,6.62,181.77
Tomato___Leaf_Mold,24.03,91.81,6.82,190.16
Tomato___Leaf_Mold,20.11,97.36,6.71,202.0
Tomato___Leaf_Mold,17.24,94.72,7.13,169.59
Tomato___Leaf_Mold,22.21,96.07,6.72,191.89
Tomato___Leaf_Mold,17.57,92.33,6.59,167.03
Tomato___Leaf_Mold,23.78,95.47,6.6,197.07
Tomato___Leaf_Mold,22.13,92.84,6.71,176.72
Tomato___Leaf_Mold,22.36,96.44,6.95,182.56
Tomato___Leaf_Mold,22.12,98.39,6.79,201.88
Tomato___Leaf_Mold,19.69,97.41,6.54,187.5
Tomato___Leaf_Mold,24.48,91.54,6.72,194.02
Tomato___Leaf_Mold,23.27,93.37,6.72,178.77
Tomato___Leaf_Mold,24.99,94.42,7.03,183.14
Tomato___Leaf_Mold,22.1,96.32,6.47,195.29
Tomato___Leaf_Mold,23.04,93.93,6.9,196.6
Tomato___Leaf_Mold,21.9,95.76,6.34,192.53
Tomato___Leaf_Mold,21.31,94.57,6.68,181.28
Tomato___Leaf_Mold,21.39,94.05,6.78,191.0
Tomato___Leaf_Mold,21.66,97.95,6.79,191.66
Tomato___Leaf_Mold,24.64,96.72,6.59,200.51
Tomato___Leaf_Mold,20.05,96.41,6.89,204.54
Tomato___Leaf_Mold,22.32,92.69,6.69,178.46
Tomato___Leaf_Mold,21.32,94.94,6.93,194.46
Tomato___Leaf_Mold,22.34,94.13,6.76,189.97
Tomato___Leaf_Mold,24.53,95.12,6.35,187.17
Tomato___Leaf_Mold,22.95,93.78,6.93,189.04
Tomato___Leaf_Mold,24.63,93.02,6.52,184.24
Tomato___Leaf_Mold,25.21,95.57,6.97,185.55
Tomato___Leaf_Mold,20.68,93.32,6.93,194.39
Tomato___Leaf_Mold,22.39,94.34,6.16,200.75
Tomato___Leaf_Mold,24.53,95.59,6.97,195.5
Tomato___Leaf_Mold,20.14,93.77,6.9,172.86
Tomato___Leaf_Mold,25.43,97.08,6.61,177.69
Tomato___Leaf_Mold,18.46,95.26,7.02,178.77
Tomato___Leaf_Mold,24.45,96.74,6.66,199.09
Tomato___Leaf_Mold,21.73,94.84,6.64,176.75
Tomato___Leaf_Mold,18.05,97.36,6.62,163.35
Tomato___Leaf_Mold,21.25,94.35,6.9,175.53
Tomato___Leaf_Mold,20.92,93.6,6.58,188.18
Tomato___Leaf_Mold,20.19,94.53,6.62,194.46
Tomato___Leaf_Mold,18.29,92.92,6.75,195.08
Tomato___Leaf_Mold,26.04,96.68,6.68,193.31
Tomato___Leaf_Mold,23.73,94.88,6.59,204.8
Tomato___Leaf_Mold,23.57,95.94,6.69,190.94
Tomato___Leaf_Mold,22.67,91.53,6.56,189.27
Tomato___Leaf_Mold,19.38,96.6,6.65,194.88
Tomato___Leaf_Mold,22.24,97.83,6.61,213.86
Tomato___Leaf_Mold,20.64,93.33,6.77,181.72
Tomato___Leaf_Mold,22.06,94.79,6.67,184.93
Tomato___Leaf_Mold,25.3,97.6,6.85,203.69
Tomato___Leaf_Mold,23.8,94.36,6.54,172.51
Tomato___Leaf_Mold,24.03,91.26,6.48,179.22
Tomato___Leaf_Mold,24.23,92.71,6.83,199.52
Tomato___Leaf_Mold,20.63,92.04,6.66,192.88
Tomato___Leaf_Mold,22.77,95.72,6.81,175.54
Tomato___Leaf_Mold,22.2,95.62,6.33,163.9
Tomato___Leaf_Mold,21.42,98.2,6.66,196.1
Tomato___Leaf_Mold,24.09,92.46,6.36,194.22
Tomato___Septoria_leaf_spot,20.94,91.52,6.16,117.01
Tomato___Septoria_leaf_spot,21.7,96.51,6.47,103.83
Tomato___Septoria_leaf_spot,22.41,85.8,6.07,96.49
Tomato___Septoria_leaf_spot,24.12,92.08,6.19,120.93
Tomato___Septoria_leaf_spot,20.55,92.3,6.87,118.38
Tomato___Septoria_leaf_spot,23.52,87.88,6.54,118.46
Tomato___Septoria_leaf_spot,21.74,83.18,6.05,118.36
Tomato___Septoria_leaf_spot,24.59,88.07,6.77,102.58
Tomato___Septoria_leaf_spot,24.24,84.06,6.38,88.5
Tomato___Septoria_leaf_spot,21.99,83.43,5.96,118.04
Tomato___Septoria_leaf_spot,22.26,89.19,7.02,97.76
Tomato___Septoria_leaf_spot,23.12,91.86,6.44,125.83
Tomato___Septoria_leaf_spot,21.69,81.76,6.62,96.88
Tomato___Septoria_leaf_spot,21.71,91.02,6.27,96.59
Tomato___Septoria_leaf_spot,23.72,97.61,6.48,96.64
Tomato___Septoria_leaf_spot,22.36,93.95,6.36,120.92
Tomato___Septoria_leaf_spot,20.87,87.98,6.21,107.64
Tomato___Septoria_leaf_spot,21.49,91.36,6.82,103.41
Tomato___Septoria_leaf_spot,28.21,80.72,6.65,94.45
Tomato___Septoria_leaf_spot,24.98,89.62,6.72,101.51
Tomato___Septoria_leaf_spot,21.61,91.94,6.81,104.68
Tomato___Septoria_leaf_spot,19.48,89.86,6.33,106.82
Tomato___Septoria_leaf_spot,24.25,83.92,6.29,104.19
Tomato___Septoria_leaf_spot,22.4,88.4,6.38,113.33
Tomato___Septoria_leaf_spot,21.45,85.15,6.54,116.0
Tomato___Septoria_leaf_spot,20.62,82.86,6.34,120.49
Tomato___Septoria_leaf_spot,20.9,84.3,6.4,109.83
Tomato___Septoria_leaf_spot,23.68,85.75,6.54,120.13
Tomato___Septoria_leaf_spot,21.69,96.11,6.17,95.18
Tomato___Septoria_leaf_spot,21.06,84.61,6.57,112.17
Tomato___Septoria_leaf_spot,21.4,95.74,6.08,112.0
Tomato___Septoria_leaf_spot,21.53,91.84,6.41,116.3
Tomato___Septoria_leaf_spot,23.91,90.47,6.51,100.87
Tomato___Septoria_leaf_spot,22.46,91.79,6.47,115.41
Tomato___Septoria_leaf_spot,25.28,88.22,6.6,128.45
Tomato___Septoria_leaf_spot,22.85,92.84,6.09,104.21
Tomato___Septoria_leaf_spot,26.28,92.96,6.4,102.87
Tomato___Septoria_leaf_spot,23.17,90.22,6.36,104.72
Tomato___Septoria_leaf_spot,25.12,90.46,6.75,99.46
Tomato___Septoria_leaf_spot,22.19,87.65,6.71,96.42
Tomato___Septoria_leaf_spot,22.25,88.12,6.8,107.0
Tomato___Septoria_leaf_spot,23.63,83.58,5.99,101.28
Tomato___Septoria_leaf_spot,20.52,87.48,5.95,119.27
Tomato___Septoria_leaf_spot,22.2,84.34,6.66,109.89
Tomato___Septoria_leaf_spot,24.09,89.44,5.94,112.15
Tomato___Septoria_leaf_spot,23.18,83.89,6.44,123.36
Tomato___Septoria_leaf_spot,24.55,85.66,6.65,110.08
Tomato___Septoria_leaf_spot,19.19,90.45,6.1,97.85
Tomato___Septoria_leaf_spot,25.24,87.48,6.27,111.03
Tomato___Septoria_leaf_spot,20.22,85.03,6.58,85.66
Tomato___Septoria_leaf_spot,25.01,86.99,7.11,119.58
Tomato___Septoria_leaf_spot,23.33,88.1,6.65,101.12
Tomato___Septoria_leaf_spot,25.14,94.15,6.34,99.44
Tomato___Septoria_leaf_spot,22.95,85.09,6.47,103.41
Tomato___Septoria_leaf_spot,24.49,88.74,6.15,111.85
Tomato___Septoria_leaf_spot,24.11,89.16,6.93,103.89
Tomato___Septoria_leaf_spot,19.97,85.66,6.03,100.05
Tomato___Septoria_leaf_spot,24.48,93.01,6.15,115.56
Tomato___Septoria_leaf_spot,22.23,88.45,5.5,102.17
Tomato___Septoria_leaf_spot,24.29,85.56,6.72,116.06
Tomato___Septoria_leaf_spot,20.57,87.74,6.56,101.7
Tomato___Septoria_leaf_spot,23.49,86.05,6.29,120.53
Tomato___Septoria_leaf_spot,21.85,92.3,6.66,121.58
Tomato___Septoria_leaf_spot,27.3,86.96,6.14,111.83
Tomato___Septoria_leaf_spot,21.9,92.84,6.63,122.97
Tomato___Septoria_leaf_spot,22.75,91.04,6.12,112.3
Tomato___Septoria_leaf_spot,23.68,88.72,6.29,109.38
Tomato___Septoria_leaf_spot,26.91,80.2,6.4,90.35
Tomato___Septoria_leaf_spot,21.77,82.94,6.51,92.64
Tomato___Septoria_leaf_spot,23.35,86.16,6.43,112.54
Tomato___Septoria_leaf_spot,26.26,85.66,6.22,114.33
Tomato___Septoria_leaf_spot,21.58,92.18,6.57,93.2
Tomato___Septoria_leaf_spot,17.8,89.07,6.26,121.34
Tomato___Septoria_leaf_spot,22.67,83.23,6.36,117.11
Tomato___Septoria_leaf_spot,22.52,94.1,6.22,99.5
Tomato___Septoria_leaf_spot,23.15,90.36,5.74,114.9
Tomato___Septoria_leaf_spot,22.1,85.19,6.27,107.55
Tomato___Septoria_leaf_spot,21.59,92.85,6.33,99.6
Tomato___Septoria_leaf_spot,24.89,82.34,6.08,121.13
Tomato___Septoria_leaf_spot,22.62,87.85,6.49,113.95
Tomato___Septoria_leaf_spot,24.1,94.5,6.57,107.87
Tomato___Septoria_leaf_spot,26.8,84.06,6.74,104.59
Tomato___Septoria_leaf_spot,26.1,87.92,6.83,118.19
Tomato___Septoria_leaf_spot,24.02,86.59,6.01,116.92
Tomato___Septoria_leaf_spot,24.11,91.19,6.59,104.46
Tomato___Septoria_leaf_spot,21.12,84.1,6.42,99.43
Tomato___Septoria_leaf_spot,20.04,87.62,6.43,108.75
Tomato___Septoria_leaf_spot,20.91,97.43,6.95,113.12
Tomato___Septoria_leaf_spot,24.66,90.85,6.46,99.17
Tomato___Septoria_leaf_spot,22.44,92.59,6.85,115.13
Tomato___Septoria_leaf_spot,21.28,94.22,6.65,120.56
Tomato___Septoria_leaf_spot,25.52,88.38,6.52,104.15
Tomato___Septoria_leaf_spot,22.47,93.03,6.51,86.21
Tomato___Septoria_leaf_spot,23.17,89.28,6.11,109.17
Tomato___Septoria_leaf_spot,17.67,94.43,6.49,98.5
Tomato___Septoria_leaf_spot,20.29,87.73,6.3,114.91
Tomato___Septoria_leaf_spot,21.68,86.91,6.64,118.56
Tomato___Septoria_leaf_spot,28.59,96.01,6.77,103.21
Tomato___Septoria_leaf_spot,23.76,87.97,6.06,117.19
Tomato___Septoria_leaf_spot,24.52,89.31,6.74,95.01
Tomato___Septoria_leaf_spot,20.84,89.23,6.49,129.3
Tomato___Septoria_leaf_spot,20.84,91.93,6.45,125.39
Tomato___Septoria_leaf_spot,23.65,80.21,6.48,127.11
Tomato___Septoria_leaf_spot,23.87,89.36,6.23,116.42
Tomato___Septoria_leaf_spot,19.01,93.26,6.58,108.94
Tomato___Septoria_leaf_spot,23.99,90.03,6.4,106.01
Tomato___Septoria_leaf_spot,25.08,91.8,6.42,101.67
Tomato___Septoria_leaf_spot,21.56,97.7,6.01,111.58
Tomato___Septoria_leaf_spot,23.32,90.42,6.01,122.83
Tomato___Septoria_leaf_spot,22.83,89.64,6.75,120.9
Tomato___Septoria_leaf_spot,21.52,83.83,6.13,93.5
Tomato___Septoria_leaf_spot,22.2,88.55,6.39,100.91
Tomato___Septoria_leaf_spot,21.62,80.73,5.56,120.49
Tomato___Septoria_leaf_spot,25.14,96.37,6.8,102.99
Tomato___Septoria_leaf_spot,18.48,86.33,6.51,121.54
Tomato___Septoria_leaf_spot,22.91,91.81,6.92,96.9
Tomato___Septoria_leaf_spot,22.59,92.79,7.34,101.09
Tomato___Septoria_leaf_spot,25.34,89.74,6.75,122.64
Tomato___Septoria_leaf_spot,24.46,90.1,5.64,92.24
Tomato___Septoria_leaf_spot,19.98,87.96,6.46,102.25
Tomato___Septoria_leaf_spot,21.2,89.13,6.62,133.8
Tomato___Septoria_leaf_spot,20.58,91.06,6.15,114.06
Tomato___Septoria_leaf_spot,25.66,86.38,6.93,123.04
Tomato___Septoria_leaf_spot,21.45,80.36,6.57,86.86
Tomato___Septoria_leaf_spot,22.33,89.17,6.05,112.5
Tomato___Septoria_leaf_spot,28.29,88.67,5.93,117.55
Tomato___Septoria_leaf_spot,23.54,88.46,6.15,115.7
Tomato___Septoria_leaf_spot,21.07,89.64,6.15,106.19
Tomato___Septoria_leaf_spot,27.4,86.7,6.92,119.36
Tomato___Septoria_leaf_spot,23.85,94.21,6.16,121.01
Tomato___Septoria_leaf_spot,24.85,91.99,6.67,111.82
Tomato___Septoria_leaf_spot,26.14,89.98,6.94,128.17
Tomato___Septoria_leaf_spot,23.67,86.56,6.55,113.64
Tomato___Septoria_leaf_spot,18.35,91.17,6.87,108.2
Tomato___Septoria_leaf_spot,19.21,98.29,6.8,125.54
Tomato___Septoria_leaf_spot,19.4,89.0,5.85,103.85
Tomato___Septoria_leaf_spot,24.98,91.05,6.25,115.55
Tomato___Septoria_leaf_spot,22.74,92.62,6.58,106.73
Tomato___Septoria_leaf_spot,19.84,84.89,6.51,117.32
Tomato___Septoria_leaf_spot,25.25,82.13,6.68,106.57
Tomato___Septoria_leaf_spot,23.69,86.52,6.81,95.63
Tomato___Septoria_leaf_spot,21.86,89.09,5.99,109.36
Tomato___Septoria_leaf_spot,19.55,92.57,6.52,114.7
Tomato___Septoria_leaf_spot,22.01,81.52,6.05,106.67
Tomato___Septoria_leaf_spot,22.43,98.41,6.75,109.38
Tomato___Septoria_leaf_spot,23.62,96.54,7.23,113.05
Tomato___Septoria_leaf_spot,22.56,89.32,6.35,108.07
Tomato___Septoria_leaf_spot,23.59,85.43,5.85,101.38
Tomato___Septoria_leaf_spot,27.47,89.07,6.54,121.45
Tomato___Septoria_leaf_spot,22.19,86.95,6.66,119.66
Tomato___Septoria_leaf_spot,22.62,90.11,6.57,106.22
Tomato___Septoria_leaf_spot,21.23,86.96,6.39,113.0
Tomato___Septoria_leaf_spot,24.98,87.77,6.87,105.12
Tomato___Septoria_leaf_spot,21.28,90.84,6.54,104.84
Tomato___Septoria_leaf_spot,22.26,86.23,6.01,106.92
Tomato___Septoria_leaf_spot,20.35,84.43,7.0,113.49
Tomato___Septoria_leaf_spot,21.84,89.85,6.28,115.4
Tomato___Septoria_leaf_spot,19.77,90.96,6.36,109.87
Tomato___Septoria_leaf_spot,23.83,86.52,6.38,114.5
Tomato___Septoria_leaf_spot,20.03,85.45,6.85,99.29
Tomato___Septoria_leaf_spot,23.07,85.93,6.39,129.79
Tomato___Septoria_leaf_spot,23.0,88.22,6.43,104.81
Tomato___Septoria_leaf_spot,22.96,87.87,6.03,108.4
Tomato___Septoria_leaf_spot,27.1,90.23,6.5,101.0
Tomato___Septoria_leaf_spot,22.69,85.31,6.14,100.55
Tomato___Septoria_leaf_spot,21.51,85.93,6.69,96.54
Tomato___Septoria_leaf_spot,25.0,87.7,6.49,118.79
Tomato___Septoria_leaf_spot,22.95,85.41,6.75,111.17
